Gene,Glucose,LB,Glycerol + AA,Acetate,Fumarate,Glucosamine,Glycerol,Pyruvate,Chemostat µ=0.5,Chemostat µ=0.35,Chemostat µ=0.20,Chemostat µ=0.12,Stationary phase 1 day,Stationary phase 3 days,Osmotic-stress glucose,42°C glucose,pH6 glucose,Xylose,Mannose,Galactose ,Succinate,Fructose,Glycerol,Pyruvate,Chemostat µ=0.5,Chemostat µ=0.35,Chemostat µ=0.20,Chemostat µ=0.12,Stationary phase 1 day,Stationary phase 3 days,Osmotic-stress glucose,42°C glucose,pH6 glucose,Xylose,Mannose,Galactose ,Succinate,Fructose
mscS,2854,3440,4577,1640,2243,3932,3041,2948,3375,2039,1719,1422,1663,1724,2538,4246,3925,2823,2040,1806,3125,3422,13.20,7.59,10.74,5.45,8.60,3.01,7.05,20.06,21.95,25.31,8.67,12.22,4.10,9.52,4.51,10.56
yccU,1847,1578,2333,1506,1687,1945,1792,976,1326,1366,1532,1353,2747,3312,4135,1882,3173,2512,3566,5166,2955,2631,1.98,4.03,6.96,2.30,31.31,5.36,10.92,13.89,37.03,35.94,17.03,7.08,7.97,15.83,10.30,3.44
yieF,1687,2331,1447,2670,2152,1641,1663,1924,1944,1840,1746,1873,1773,2351,2940,1806,3816,2258,2218,1940,1490,1394,23.79,8.32,17.83,6.67,8.16,3.48,25.70,10.94,15.66,18.65,0.81,13.99,14.17,8.72,27.97,19.77
ybiS,3469,3224,3426,1610,2097,2803,2574,2567,2528,1918,1508,1221,1439,1130,3181,3246,3265,2823,2411,1852,2660,3104,2.62,6.76,0.93,5.88,3.91,4.82,7.66,17.66,7.13,1.64,8.80,8.22,7.55,8.19,6.69,4.68
rplS,5503,16521,12660,2860,4424,6438,5222,4216,8207,5087,4070,3118,3429,2699,3525,8391,5727,7019,4162,2440,4434,8591,7.76,23.16,14.56,7.31,6.71,8.58,9.05,18.93,28.61,15.63,9.96,14.99,19.72,16.00,4.87,11.77
yaeH,1708,1478,1914,1944,2442,2205,2539,2181,2202,2309,2316,2338,2521,2236,3425,3496,3367,2443,2203,2175,1983,2092,4.05,10.23,8.47,3.18,4.12,2.88,5.04,9.36,15.28,26.25,1.62,6.58,7.10,19.34,12.74,12.39
yeaD,2162,2422,3431,1491,1673,2016,2078,1375,2142,1633,1095,739,798,823,2137,2174,1832,1943,1731,1109,1689,3562,3.58,9.88,1.25,4.58,6.57,5.40,3.86,5.49,12.34,19.07,3.67,5.26,5.20,1.85,1.44,4.38
cdd,257,3380,199,245,281,282,211,186,253,315,345,442,745,848,664,514,825,330,324,198,234,199,8.00,10.58,17.14,7.26,5.47,5.73,10.25,13.68,7.10,15.73,8.57,11.79,16.64,15.61,16.28,9.77
elbB,1274,3515,3337,1811,1950,1767,1737,1781,1753,1849,1508,1555,982,1082,2261,1630,1614,2216,1833,1656,1768,1560,6.84,6.73,10.20,2.90,1.83,6.14,5.51,6.04,9.43,11.76,6.60,5.65,9.83,13.39,14.49,6.45
lldD,148,1027,286,304,318,293,272,219,369,337,309,373,516,483,205,324,236,267,327,401,361,262,5.35,13.73,2.40,34.99,3.30,6.55,22.82,10.64,15.87,19.80,11.99,4.34,1.75,10.26,12.83,12.37
mlaD,1098,1912,1518,526,725,1010,971,1002,691,540,470,521,1349,1053,1305,1953,1117,1237,1258,644,1122,1044,6.66,24.28,2.58,15.02,36.96,6.92,25.19,3.80,8.45,26.53,5.96,6.27,9.18,49.32,24.77,9.10
rcsB,2769,3818,3064,1535,1774,1827,2085,1899,1883,1557,1299,1259,626,747,1400,2014,2077,2243,2052,1702,2056,3021,8.22,5.99,7.73,2.04,8.61,7.33,17.92,10.62,15.34,18.69,7.70,2.78,5.16,7.72,2.24,11.73
mrp,1317,2075,1451,704,864,1007,933,909,797,576,470,414,499,417,925,1617,1494,1069,883,731,953,1215,5.44,21.12,11.37,7.76,4.85,2.29,11.73,3.65,19.81,11.39,7.63,6.68,9.84,4.94,3.65,7.62
glyQ,1660,3682,2521,913,1197,1315,1220,1146,1218,987,822,701,497,475,1155,1517,1236,1498,1214,1058,1434,1609,8.20,3.00,2.43,9.73,9.18,2.95,8.42,14.08,20.45,9.57,3.52,17.96,1.12,7.89,6.30,10.32
sbp,1357,567,800,1106,623,1593,1244,561,646,413,374,313,441,445,630,995,1303,648,919,650,621,1664,8.34,7.01,5.67,0.42,1.42,6.66,13.85,9.38,8.74,11.99,5.90,12.51,10.18,10.64,9.51,10.53
nagA,282,752,375,380,427,638,406,394,354,413,462,449,293,398,538,427,448,382,559,1594,469,415,8.38,7.73,8.90,5.62,7.31,9.28,16.85,7.84,17.12,12.70,9.78,11.01,4.46,14.65,13.69,4.25
yihI,1175,1804,2692,735,1003,856,980,1003,978,651,548,537,801,846,1203,1381,1106,921,1016,774,999,1048,9.06,11.94,10.66,0.80,3.69,7.98,14.94,9.70,13.82,11.32,5.73,7.30,4.00,5.04,9.58,17.36
rsuA,1510,1816,1605,818,1120,1123,1257,911,947,813,655,531,737,601,1595,1578,1351,1509,1079,816,1115,1479,4.45,7.85,1.63,4.99,3.50,6.84,7.82,7.55,12.91,12.03,14.73,7.69,8.19,1.81,0.30,4.22
nagD,1268,1368,1581,705,860,943,1028,1045,854,714,672,557,825,571,943,1368,948,939,1098,891,1070,1258,2.33,5.01,0.20,1.63,5.52,2.02,18.59,10.59,4.46,5.32,8.69,6.58,5.61,13.73,4.37,6.58
yhbO,288,214,185,336,312,308,284,245,296,247,292,432,693,810,989,424,764,292,297,660,195,206,5.81,9.04,28.07,13.32,26.64,22.95,6.61,13.42,24.11,34.96,15.73,6.91,3.51,22.87,30.71,5.46
glgP,135,116,128,164,141,132,146,190,220,188,186,214,130,163,128,153,228,153,155,132,117,162,3.29,26.23,7.82,5.10,15.26,6.32,19.55,9.17,27.91,13.13,18.61,12.68,3.49,6.02,12.36,6.57
greA,2449,6565,4127,1635,1950,2354,2433,1989,2090,1808,1462,1390,875,856,2144,2318,2562,2499,1995,1485,2122,2664,3.91,16.22,5.04,14.79,6.41,19.18,41.67,12.27,19.37,8.80,5.49,3.08,3.80,12.30,9.86,3.25
speD,1780,2106,1425,451,854,985,827,574,784,500,339,257,340,434,1223,1308,1039,949,684,496,786,1054,1.07,10.95,1.28,1.76,2.46,4.83,22.09,5.95,17.49,23.63,8.68,13.34,2.22,7.45,7.28,11.62
yceI,2094,580,993,1409,1594,1102,2090,1954,1028,1033,1014,611,616,614,1329,903,779,737,1543,1038,1194,1397,12.50,8.34,4.46,2.75,8.01,1.68,11.04,13.73,24.85,19.50,1.58,12.87,6.00,3.25,5.57,8.40
ilvH,1533,439,456,902,958,1451,1246,1335,1078,855,826,715,798,629,1403,1435,1595,1823,1591,1287,1401,1931,5.43,4.41,5.94,11.78,1.65,2.51,3.41,9.76,14.64,2.48,2.63,3.47,10.55,8.50,8.61,3.19
metA,2687,370,361,492,711,827,917,808,893,701,589,501,299,279,1404,1452,2353,1653,984,835,1111,1262,4.94,0.91,3.66,2.83,5.25,2.47,12.25,12.61,8.37,8.61,9.14,5.47,5.08,11.54,5.99,9.91
cueO,1034,424,1060,649,1012,521,995,779,724,627,516,426,164,176,486,1084,1234,616,808,727,802,657,7.88,8.14,4.19,6.99,10.84,3.26,101.66,16.99,15.52,31.18,7.23,17.50,10.42,10.95,4.31,2.14
hpt,1285,2475,1611,532,706,878,839,753,676,582,432,350,433,491,1379,770,943,940,665,676,911,1173,4.67,9.33,5.16,9.37,7.75,10.43,15.14,7.80,12.12,18.22,11.40,12.53,6.11,13.32,11.99,12.22
nrdB,449,832,814,377,400,484,394,406,466,396,330,277,266,219,420,584,465,420,389,306,369,478,4.86,1.47,5.58,4.90,12.87,2.12,14.41,21.86,4.48,29.03,0.34,2.91,9.80,7.33,11.24,6.17
ribC,746,970,879,624,484,708,612,472,610,464,435,290,395,345,1027,1022,849,867,504,481,540,742,8.67,7.84,19.43,3.66,8.88,12.31,35.69,36.48,14.23,20.60,15.73,9.77,11.57,19.78,10.60,0.54
yqjG,107,117,138,131,104,137,89,68,69,94,140,180,222,199,143,95,129,51,80,165,76,51,8.42,21.63,22.34,7.11,15.61,4.57,22.81,11.54,6.34,12.93,3.15,34.08,22.94,7.64,18.98,7.07
fre,643,1302,1188,629,747,815,719,757,799,653,611,515,377,276,1015,733,917,767,746,716,872,830,10.29,6.94,8.70,17.39,6.65,3.91,18.58,19.77,7.88,6.31,21.94,5.62,2.31,15.56,1.29,9.23
iscU,9431,8769,12783,6815,6641,6275,9007,6898,10152,6805,4830,3123,549,492,13917,11947,7162,12781,9389,7740,6388,12349,3.95,2.09,11.77,9.13,1.79,4.32,17.63,29.60,3.83,17.08,6.08,8.25,10.03,0.59,14.91,6.46
yrdA,840,872,795,285,468,653,610,545,209,245,282,172,111,336,781,634,1083,667,963,587,628,1036,2.47,41.05,55.20,12.83,23.68,7.00,81.00,25.85,8.34,61.26,9.89,26.67,18.42,31.31,9.26,12.95
yidA,511,644,436,165,219,370,306,163,218,141,96,68,272,214,485,357,533,415,273,175,252,362,4.58,4.70,7.44,14.56,3.67,15.99,8.45,8.67,7.48,4.55,4.28,9.66,3.15,14.07,15.52,7.01
wbbI,789,2028,1291,379,484,562,564,562,649,512,380,266,190,155,427,622,624,677,588,351,566,754,11.95,18.82,5.13,7.51,4.95,6.02,2.97,10.25,15.01,30.92,9.46,9.00,6.46,17.24,6.34,7.29
glgX,111,75,135,111,81,81,95,99,77,76,72,74,75,76,66,86,129,84,82,95,78,63,14.82,9.91,15.28,6.88,2.71,9.17,1.53,11.79,44.10,50.62,10.28,29.14,2.77,6.70,2.55,5.04
msrB,1301,1263,1186,1547,1871,1871,1474,1722,1752,1588,1313,1245,473,354,1161,1641,1059,1083,1302,1258,1515,1072,17.62,13.95,8.62,5.77,5.16,6.85,8.38,16.89,16.20,9.04,16.59,8.59,0.27,6.59,1.05,5.72
ydbK,65,197,87,47,50,94,60,41,62,59,66,90,34,41,54,69,97,52,51,39,65,83,8.63,16.00,11.44,6.11,6.17,2.50,10.69,4.48,27.24,15.28,9.21,11.66,24.27,23.05,16.66,19.99
ygiC,386,440,394,219,389,250,442,460,220,207,177,159,130,116,271,316,177,305,383,188,326,420,13.78,13.80,14.01,5.07,7.34,4.44,16.32,1.94,25.48,34.70,8.98,3.28,11.40,20.63,2.00,12.33
entB,243,91,241,99,151,139,164,203,82,78,75,59,245,159,2681,218,665,1019,122,123,166,179,7.47,8.20,17.50,24.85,31.40,5.53,7.81,5.18,8.66,5.06,24.49,19.06,0.46,22.07,18.84,32.41
modF,233,53,51,121,127,145,194,128,241,211,190,135,38,88,191,160,193,155,181,125,159,249,7.76,6.97,3.24,9.33,9.56,11.48,69.53,13.09,15.79,31.14,12.21,9.60,13.26,9.47,6.15,19.56
mrcA,31,49,33,24,29,39,19,33,36,32,30,30,21,45,91,63,19,51,55,21,70,94,21.08,38.04,18.14,4.39,18.91,6.25,96.94,53.26,56.55,36.12,90.48,50.68,39.18,34.78,9.11,15.69
cusS,217,173,135,263,257,121,250,263,199,221,147,159,73,72,111,216,190,186,221,239,253,276,1.00,22.90,10.44,6.91,8.01,6.99,25.68,25.30,13.95,10.80,5.60,4.93,14.72,9.55,35.96,13.59
hscB,845,983,818,370,447,470,533,485,593,424,295,313,183,190,643,612,503,472,300,238,254,368,6.62,11.91,2.60,13.52,19.88,11.24,8.46,3.79,11.09,25.79,10.71,10.29,1.90,6.79,7.70,11.78
ftsN,172,261,189,124,202,187,170,178,182,177,180,191,114,104,178,245,162,196,202,192,156,247,7.11,13.66,7.75,8.39,5.87,5.59,7.67,6.16,18.15,34.24,6.39,1.90,9.71,2.66,11.21,11.92
znuA,434,567,269,95,230,105,219,132,91,95,63,52,84,108,201,214,113,169,139,124,251,243,3.06,23.75,11.11,8.83,2.52,6.05,42.74,21.15,21.99,37.05,10.58,4.07,18.38,22.58,30.59,11.41
gatD,128,1229,653,1085,938,623,618,610,780,1321,1206,1282,95,93,149,239,104,354,746,722,918,411,4.30,12.36,2.01,6.05,11.68,1.86,14.32,26.21,18.95,66.45,5.22,11.46,3.55,17.45,5.36,14.78
mdtA,126,70,92,114,119,109,121,84,70,62,53,54,75,75,89,211,114,133,118,111,103,144,2.18,6.34,7.94,17.45,4.62,5.12,14.01,8.95,23.48,13.90,16.91,15.58,12.11,19.13,3.03,13.39
ucpA,122,1962,688,387,473,300,269,324,389,454,416,441,113,118,131,86,91,204,463,283,538,193,12.22,5.49,8.84,10.16,2.49,4.01,34.30,42.65,7.32,15.10,12.24,7.09,11.64,7.40,7.41,7.32
rbsA,18,78,90,37,62,56,54,114,90,117,114,173,42,59,35,36,18,29,49,51,68,45,6.31,27.64,8.59,5.95,21.72,10.12,11.09,33.25,44.55,40.12,33.77,18.13,15.24,4.76,7.15,14.39
yhiI,179,454,365,216,180,202,182,188,206,188,135,105,145,82,271,206,126,282,181,122,208,184,5.84,4.81,6.94,2.90,10.31,2.64,13.35,5.78,11.32,16.35,96.69,6.60,6.23,11.30,25.02,2.98
rpoS,219,1347,656,114,111,151,186,76,316,305,271,182,78,81,200,79,198,105,122,143,97,147,25.74,26.68,19.44,6.82,20.34,13.20,17.71,11.20,20.53,15.07,3.52,10.91,10.69,14.15,29.30,28.15
ycdX,239,221,262,153,226,199,222,276,207,201,166,129,88,110,344,277,311,273,176,149,173,232,2.06,11.49,9.72,12.97,10.40,7.49,12.68,9.94,19.09,35.83,6.21,2.09,5.27,4.73,5.87,1.37
livG,203,171,102,169,292,349,305,239,469,433,335,306,101,102,175,201,165,249,249,259,359,359,6.41,38.84,11.62,4.13,14.16,2.53,30.13,7.33,18.82,10.80,13.51,29.43,10.37,22.31,13.53,4.88
udk,192,445,334,137,210,162,205,171,239,167,136,106,96,105,190,207,243,219,173,140,208,246,4.99,7.17,3.06,8.13,7.40,2.89,15.19,14.40,18.96,21.84,7.72,9.27,6.19,13.85,5.64,13.21
xylB,48,44,51,38,43,51,45,42,36,44,48,59,28,47,54,64,53,2004,56,44,40,42,1.13,3.11,14.47,6.51,5.42,12.31,19.77,13.52,14.58,17.33,8.07,13.92,17.74,20.66,26.55,2.00
ycbX,212,308,253,123,175,213,242,197,160,159,161,172,73,61,181,153,189,243,249,193,219,286,6.83,11.33,3.33,17.23,0.85,6.17,30.94,22.19,5.61,41.47,11.47,33.36,3.03,9.79,12.38,1.74
mnmG,84,171,122,50,71,74,77,65,99,86,56,49,21,33,77,125,75,106,75,62,88,101,7.02,16.10,11.17,6.57,12.15,4.78,3.73,43.05,29.25,2.43,2.86,6.29,23.22,18.43,8.69,7.18
xylF,94,147,157,190,347,179,138,206,176,357,462,504,59,45,53,75,49,7455,278,393,211,103,2.78,3.67,5.16,2.90,8.04,8.01,21.02,6.22,52.41,18.98,18.83,6.09,3.59,19.68,23.59,21.54
lipA,437,2685,1428,455,721,661,548,860,469,498,379,345,208,44,247,288,483,600,542,433,830,836,8.10,14.15,8.60,5.18,8.45,5.18,49.89,18.66,41.17,40.93,10.07,3.71,12.97,13.72,5.83,16.32
pcnB,43,74,39,13,24,27,33,28,81,55,40,28,17,27,34,52,28,41,25,21,34,44,1.82,63.24,17.68,3.95,23.27,15.12,7.27,7.97,33.25,27.63,19.91,13.13,4.99,32.66,1.45,25.23
frdA,37,408,242,105,221,54,61,64,86,100,94,120,18,22,41,59,35,55,79,64,222,65,1.35,4.46,11.71,2.74,1.12,8.36,40.64,32.36,8.34,14.44,6.35,10.53,13.99,3.35,5.25,9.08
argI,805,71,137,336,414,341,413,281,472,354,444,605,47,36,563,372,473,532,362,278,368,463,13.21,8.79,7.50,3.67,4.25,5.96,17.57,39.51,7.72,46.97,9.42,8.67,3.91,3.29,9.88,6.27
nuoB,305,1281,897,267,522,576,517,380,438,411,387,301,62,41,155,246,248,231,341,214,286,348,3.77,17.19,6.15,3.13,21.97,13.30,19.29,17.71,18.16,3.99,7.25,15.92,2.96,11.35,12.25,3.95
malK,87,398,250,94,171,225,131,159,569,655,608,378,20,22,22,23,25,42,221,128,139,113,5.67,16.16,9.30,7.47,18.76,8.44,18.56,42.03,32.21,33.27,12.33,18.85,14.04,10.12,34.45,17.69
bioB,366,94,771,93,176,140,186,73,149,61,49,32,42,12,81,190,46,198,125,107,222,242,1.67,31.55,13.67,12.47,31.64,12.83,29.44,2.53,23.09,18.55,6.01,20.37,14.37,15.24,10.40,7.01
oppF,57,445,800,21,72,71,53,60,96,80,70,53,5,6,20,57,31,65,34,35,69,65,2.90,34.65,10.32,9.68,13.29,4.52,68.78,55.52,57.60,87.08,45.27,33.37,29.06,31.54,2.59,12.31
osmC,7596,3286,3475,11419,9204,11914,8157,6045,6963,8625,13343,16056,34689,33770,24792,9757,17702,6900,9098,24113,8037,5578,6.21,9.14,14.15,3.79,4.79,2.95,1.92,7.83,17.22,36.77,6.50,20.17,9.74,13.03,31.21,2.01
rplL,61706,145619,99230,24297,34912,41161,40710,32244,32000,21561,17286,14559,35793,33915,63816,64947,61451,47705,36374,23952,35375,48724,5.39,10.01,3.88,1.38,6.71,6.73,8.61,7.23,9.39,11.96,0.95,6.80,4.73,9.77,9.38,5.79
rplI,34889,83961,54652,13616,21806,26455,25920,19854,19789,14342,11452,8298,20336,16559,31118,34797,35399,30487,21894,13941,20011,31999,7.35,10.02,6.30,3.00,8.13,10.74,4.39,1.75,4.52,7.91,5.07,4.76,5.07,3.12,7.06,3.75
efp,17940,38972,24946,8031,13404,12147,14569,12381,11292,8615,6563,5335,8323,7952,16216,12137,16261,16773,12713,9758,15105,15772,5.42,3.63,5.15,5.41,1.97,2.53,13.10,10.35,11.99,16.54,6.22,5.68,10.49,5.66,10.63,5.57
clpP,8821,12106,10478,6199,6894,6731,7175,6346,6432,5355,5069,4031,4373,4750,8456,8171,8240,8269,7997,4286,5261,6136,6.44,9.58,8.24,9.70,9.00,3.19,7.20,11.09,5.32,7.39,7.20,16.90,7.99,23.11,12.82,14.07
slyD,19681,28739,22833,10756,14443,14150,15259,14564,13684,10279,9264,7321,4740,4565,15129,8922,14630,12565,14140,8530,11822,13362,3.41,7.67,13.28,13.37,5.79,8.59,16.73,13.53,7.05,9.08,15.86,17.49,10.50,26.24,22.76,10.22
gadC,62,88,59,140,49,108,32,32,65,69,63,74,1559,1589,64,32,1278,16,8,18,14,11,16.82,36.71,41.54,19.97,36.30,12.45,21.23,7.22,17.36,27.99,18.19,39.60,14.14,9.52,42.26,4.22
ilvE,2609,1389,1625,1255,1728,1834,1899,1970,2366,1435,919,795,1939,1902,5169,2633,3511,4021,1638,1158,1967,2943,2.03,5.66,8.27,6.05,8.35,1.96,9.83,2.90,9.89,20.55,5.39,17.75,0.24,12.15,3.43,8.87
yceF,2340,3657,3227,2410,3042,3171,3119,2063,2968,2837,3497,3266,2621,2770,3650,3986,5715,2615,2801,4069,2273,2411,5.17,13.04,4.44,10.89,2.59,1.67,9.51,10.37,5.34,18.16,11.40,10.49,7.49,4.38,17.78,13.47
ribE,7341,10894,11480,5093,5241,5981,5615,5145,5387,3848,2540,2135,3330,3658,6459,4398,6965,6328,5044,3152,5591,5655,6.16,11.64,2.97,7.03,7.85,5.59,8.50,9.37,15.19,24.67,8.45,3.31,5.89,0.78,11.19,3.61
rpoZ,9115,16564,14725,5259,7265,7622,7346,6861,7208,5904,4427,4301,5490,5390,10481,9655,9887,8917,7499,6887,9813,9265,6.55,4.11,9.76,13.39,13.05,6.47,8.87,7.89,6.80,6.77,4.71,3.55,6.67,3.38,7.47,5.51
ppiB,2305,3457,1738,1532,2295,2225,2563,2037,1998,1665,1465,1119,2552,2355,4241,5243,5103,3553,2092,1718,2157,2951,0.84,17.81,8.42,6.45,5.24,7.78,14.01,9.79,12.93,17.61,11.41,8.40,12.13,15.45,9.33,3.95
ybbN,2692,4289,3670,1525,1751,1910,2264,1828,1829,1529,1205,897,1363,1326,2567,2242,2279,2141,2068,1321,1772,1989,14.58,9.74,11.65,4.42,2.52,15.01,6.95,9.73,19.98,31.14,8.36,6.45,4.11,8.69,6.06,6.70
ndk,11665,18896,44585,17235,22964,17281,17326,15320,21146,16525,11996,8266,2900,2388,8718,9171,7393,14483,27707,14374,29653,18745,6.79,8.61,6.38,7.51,8.06,8.97,9.69,10.88,4.56,12.30,4.77,9.36,3.59,7.42,8.32,8.64
yfiF,1126,1504,1298,690,919,1120,1095,874,976,835,878,765,833,849,1301,1317,1467,1096,1091,978,1049,1303,6.84,8.46,4.02,2.92,4.29,2.38,5.32,12.34,3.75,0.25,8.34,8.61,5.50,7.81,7.51,2.71
ycfD,821,972,1000,635,722,771,862,637,639,560,498,501,629,638,865,595,816,741,696,715,693,670,7.13,6.80,4.15,1.90,7.44,6.85,7.38,15.08,13.96,17.72,9.39,11.98,6.62,10.56,2.22,6.38
speB,1283,2427,5775,900,1112,904,2217,918,938,760,793,971,596,683,844,682,994,774,779,827,797,932,5.32,14.10,5.88,6.68,1.17,9.36,10.00,12.47,15.05,19.30,7.25,7.95,5.92,10.25,6.11,0.97
ybgF,1385,1448,2006,806,866,776,999,917,702,550,543,491,394,806,666,617,501,310,322,308,371,509,11.80,19.91,4.65,3.29,10.03,17.92,26.45,28.31,16.99,16.05,34.28,25.90,22.24,14.69,12.90,10.04
dcyD,987,891,876,638,830,1015,787,693,766,681,568,556,599,639,914,800,1221,746,733,682,670,727,6.27,3.53,9.05,3.61,5.97,9.25,25.93,1.24,0.21,13.06,4.22,1.26,3.75,8.32,8.79,2.04
yedD,1666,2349,2544,1145,1234,1524,1511,1267,1316,1175,1043,865,1189,1397,1926,1648,1920,1770,1655,1340,1467,1908,10.60,9.29,6.90,9.22,3.64,5.24,7.15,5.25,16.41,2.16,3.19,5.44,13.15,6.65,8.23,2.98
rpmD,8298,21048,13855,3402,4871,5744,7308,4155,5308,3215,2675,1959,3813,3191,6200,6808,7445,6556,5369,3818,5708,8789,11.04,13.31,12.47,0.83,2.29,4.86,9.00,8.05,1.94,19.15,17.77,4.94,15.77,5.76,14.55,8.61
ysgA,682,482,757,1440,1193,1063,1116,943,1378,1172,1138,874,573,589,1468,774,1127,700,1537,1158,1187,962,2.20,6.55,9.77,14.61,8.88,6.98,19.06,4.41,15.28,28.62,6.64,25.97,13.42,7.27,10.05,8.38
rpmB,9795,21000,13553,4190,5302,7392,6072,5074,9471,6518,4535,4289,3599,1917,3685,6968,6656,8049,8108,4671,10367,11940,6.60,36.56,10.77,25.26,11.79,3.42,1.11,5.64,39.97,9.58,12.77,19.69,12.38,17.12,10.28,8.81
apt,3061,6371,2720,973,1278,1534,1787,1324,1489,995,696,556,759,846,2332,1845,2186,1965,1380,679,1460,1921,3.43,9.22,5.37,7.78,5.38,3.66,27.02,22.52,20.03,20.92,21.25,16.05,7.58,9.43,11.27,5.70
moeA,539,703,512,435,428,447,429,439,320,284,260,215,344,368,537,646,932,522,416,412,328,424,7.34,8.66,4.34,9.55,8.67,1.47,4.68,21.11,9.56,15.74,7.78,3.35,10.82,8.23,4.34,6.19
cstA,361,978,1582,1952,2599,2010,2120,2119,4408,5823,5893,5510,125,189,308,255,136,466,3193,1886,2464,1233,3.09,28.68,11.20,9.20,12.30,3.16,8.45,26.68,60.94,27.52,27.13,25.88,9.93,18.47,10.12,13.84
hisH,1575,754,1919,442,742,880,1229,883,824,676,708,438,518,617,955,1507,1059,959,993,789,859,1049,0.59,10.94,9.09,9.54,3.89,4.47,25.69,21.46,4.37,3.24,8.49,8.39,1.76,7.12,4.19,3.66
yniA,194,294,156,365,339,333,331,293,232,369,561,681,368,389,305,251,339,193,417,465,348,192,14.93,3.54,10.95,23.71,10.58,7.12,4.27,10.68,24.64,22.67,14.91,25.53,8.26,20.38,28.07,16.69
hisA,2121,600,3026,690,1015,1187,1633,1315,989,884,837,566,358,476,1259,1483,1047,750,935,773,984,1074,7.35,4.60,9.50,2.38,2.56,7.47,28.21,14.25,27.89,5.74,18.78,6.36,11.20,2.34,6.86,6.40
nusB,1086,2372,1813,845,1050,946,969,955,928,798,686,549,647,777,1546,1311,1575,1569,1144,1146,1356,1805,9.00,6.22,7.47,3.47,7.18,3.66,4.07,5.36,16.74,21.35,12.04,10.05,5.74,6.89,4.40,2.56
yeiP,3519,4507,5739,1539,2358,2648,2920,2131,1886,1357,1028,840,695,549,2276,2634,2555,1875,2002,1964,2187,2877,2.48,7.50,1.45,6.11,4.09,5.30,18.02,7.66,5.88,7.19,8.21,2.88,18.84,15.32,10.98,2.97
proC,549,813,685,467,551,530,450,402,711,708,713,781,349,387,722,660,579,544,376,669,402,367,14.83,2.77,12.10,6.82,2.29,4.88,35.83,48.82,7.27,71.38,2.03,7.55,11.14,2.71,11.47,4.36
iciA,625,391,426,410,495,548,545,625,417,409,336,332,348,310,715,689,625,679,597,528,445,626,7.24,9.85,10.12,6.58,8.11,1.77,16.21,9.28,9.06,7.00,10.36,5.39,6.11,9.57,9.35,3.35
cobB,594,728,783,490,571,718,695,634,558,492,489,385,527,367,984,981,1212,852,681,543,772,785,6.83,12.55,6.33,5.16,14.91,4.47,13.65,4.83,5.84,3.84,5.07,5.54,5.45,3.98,6.43,2.19
hemB,440,819,498,328,356,439,375,377,338,269,257,222,264,275,476,464,659,500,350,341,348,399,5.99,5.93,4.79,1.34,0.80,3.00,9.12,9.72,14.84,6.88,19.65,12.49,10.29,6.05,6.41,7.53
folC,364,633,564,173,247,279,279,237,234,180,148,114,86,212,263,301,332,212,212,139,241,266,3.64,9.23,1.99,6.01,3.40,7.00,95.17,32.73,49.05,17.24,2.26,3.82,6.68,6.14,4.23,2.70
pyrH,710,829,1021,441,593,550,631,573,668,423,314,223,189,368,671,587,550,705,624,473,678,547,25.54,16.56,7.69,13.80,20.43,32.76,33.87,18.05,1.74,16.70,26.37,18.26,14.35,19.72,14.25,26.81
cbpA,131,363,243,199,119,147,123,96,121,128,129,159,303,275,127,241,709,119,114,124,102,71,12.09,18.41,11.35,11.95,13.02,8.80,24.73,3.24,38.33,10.12,23.09,17.10,4.57,3.44,4.98,26.07
tatB,648,1060,1083,441,633,653,585,677,503,496,370,348,464,490,943,785,793,685,678,592,621,657,7.94,6.51,5.95,7.75,8.18,6.72,14.33,12.66,8.03,6.72,4.50,1.51,8.79,8.36,2.90,9.22
yebF,1716,850,2077,1445,2082,1781,1721,1001,1931,1770,1633,1192,1506,681,2776,1260,1607,1070,1952,1574,1621,1142,6.02,10.18,7.72,2.55,6.39,10.42,20.24,13.68,3.84,7.47,4.82,15.69,10.71,3.50,20.01,3.35
ftnA,3237,5282,1478,860,1071,2390,1315,1139,1160,1124,1011,762,352,427,829,1372,769,1013,1240,811,937,1359,3.31,10.50,13.47,11.39,4.60,2.42,14.07,8.53,25.73,11.57,18.23,9.66,5.47,7.81,6.24,9.49
yfgM,1013,1559,1523,497,636,765,724,734,554,519,401,369,416,367,913,924,722,952,725,501,666,781,3.99,11.86,12.66,5.48,8.56,5.54,2.71,3.38,6.69,9.24,4.16,9.74,5.94,4.59,8.98,9.92
prpB,23,36,25,25,487,293,11,21,23,947,757,491,285,238,61,84,54,59,84,853,111,40,22.00,25.52,24.08,15.26,10.97,4.45,1.62,15.55,5.47,45.51,10.42,20.38,44.67,5.66,45.02,20.83
kdsB,546,913,896,290,356,428,407,455,340,249,196,193,272,274,578,555,662,438,334,318,470,550,8.13,6.11,9.72,6.18,8.54,2.97,8.09,18.03,5.23,1.79,2.43,3.81,5.43,8.07,4.11,3.94
usg,456,583,443,261,254,328,326,251,409,327,317,273,220,194,437,543,460,386,326,283,287,357,5.25,26.14,4.67,8.72,11.63,7.43,12.97,5.71,20.16,8.22,2.24,6.66,4.62,2.46,4.10,8.06
